DIST,PROJ,CIRCLE,SCODE,SNAME,START_DATE,END_DATE, Number of students enrolled(boys), Number of students enrolled(girl), Number of students present(boy), Number of students present(girl), Number of students with special needs(boy), Number of students with special needs(girl), Where is the center functioning, The anganwadi center is in a spacious room (35 sq according to ecce rule)  meaning there is an indoor enclosure, There is an outdoor space for 30 children  with space of 30sq, Anganwadi Centre walls are in good shape, Anganwadi Centre floor is in good shape, Anganwadi Centre roof is in good shape, There is a toilet for children to use, Children are using toilet, Centre has water available in the taps, There is pure drinking water facility, Food to be distributed on that day was covered properly, There is seperate facility for washing hands after meals, There is black board in the center, Learning materials are present in the centre, Anganwadi worker is trained, Activities are conducted using learning material by the anganwadi worker, Children learning value correction is done for 2013-14, Progress in children learning is documented, Bala Vikas Samithi is present, Bala Vikas Samithi meeting is conducted                                                                         
 bangalore, bangalore north (yelahanka), kadugondanahalli,36376, GOVINDAPURA 2, 2014-08-18, 2015-12-30,25,28,7,6,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,33884, HENNURU, 2014-08-18, 2015-12-30,28,22,8,6, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,31001, HENNURU BANDE, 2014-08-18, 2015-12-30,22,23,3,11,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,30586, KACHARKANAHALLI, 2014-08-18, 2015-12-30,19,15,8,7, NA, NA,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,37187, LINGARAJ PURAM 16, 2014-08-18, 2015-12-30,19,18,6,8,1,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,31006, LINGARAJAPURA A BLOCK, 2014-08-18, 2015-12-30,32,25,15,10, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,31507, LINGARAJAPURA B BLOCK, 2014-08-18, 2015-12-30,21,43,13,11,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,33800, LINGRAJPURAM 3, 2014-08-18, 2015-12-30,13,15,6,6,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,30984, NAGAWARA, 2014-08-18, 2015-12-30,23,20,5,10,0,0,2,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,33872, RAMSWAMIPALYA, 2014-08-18, 2015-12-30,17,29,8,14,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,31294, SAMADHANANAGARA, 2014-08-18, 2015-12-30,20,27,15,10, NA, NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,30993, SANDHYAVANAGARA, 2014-08-18, 2015-12-30,6,13,4,12,0,1,1,0,0,1,1,1,1, NA,0,2,1,0,0,1,1,1,0,1,0,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,33933, SIDHARTHANAGAR, 2014-08-18, 2015-12-30,24,28,10,10, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0
 bangalore, bangalore north (yelahanka), kadugondanahalli,33883, VEERANAPALYA 2(NAGAWARA 3), 2014-08-18, 2015-12-30,25,17,7,3, NA, NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), kadugondanahalli,31439, VEERANAPALYA(NAGAWARA 2), 2014-08-18, 2015-12-30,13,13,6,7, NA, NA,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), kodigenahalli,31299, KODIGEHALLI 1, 2014-08-18, 2015-12-30,43,25,15,18, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kodigenahalli,31291, KODIGEHALLI- 2, 2014-08-18, 2015-12-30,18,16,13,11, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,0,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), kodigenahalli,36343, MANNARAYANAPALYA, 2014-08-18, 2015-12-30,14,12,14,9, NA, NA,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kodigenahalli,36366, MODIGARDAN, 2014-08-18, 2015-12-30,21,10,19,8, NA, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), kodigenahalli,31303, VISHWANATHA NAGENA HALLI, 2014-08-18, 2015-12-30,17,16,14,11, NA, NA,3,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,30469, ANNAPOORNESHWARINAGARA, 2014-08-18, 2015-12-30,23,12,23,12, NA, NA,1,0,0,0,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37193, BUDDANAGAR, 2014-08-18, 2015-12-30,16,13,16,13, NA, NA,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37194, COOLINAGAR, 2014-08-18, 2015-12-30,19,42,19,42,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,36329, HAVADIGARA ACOLONY, 2014-08-18, 2015-12-30,6,17,6,17, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,36323, JAI MARUTHI NAGAR 3, 2014-08-18, 2015-12-30,10,22,10,22,0,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37191, JAI MARUTHINAGAR 4 (GULBRGA SLUM), 2014-08-18, 2015-12-30,13,19,13,19, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,36327, KAVERI NAGAR, 2014-08-18, 2015-12-30,18,10,18,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37182, KEMPEGOWDA NAGARA, 2014-08-18, 2015-12-30,15,16,15,16, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,30231, LAGGERE 1, 2014-08-18, 2015-12-30,15,15,15,15, NA,1,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,29662, LAGGERE 3, 2014-08-18, 2015-12-30,12,10,12,10, NA, NA,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37184, LAKSHMINAGAR SLUM, 2014-08-18, 2015-12-30,8,19,8,19, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,29646, LEGGERE 2, 2014-08-18, 2015-12-30,11,14,11,14, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,37183, RAJIVGANDINAGAR, 2014-08-18, 2015-12-30,13,8,13,8, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,33541, SAJJEPALYA(SUMNA HALLI), 2014-08-18, 2015-12-30,8,13,8,13, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), laggere 4th circle,34051, THYAGI NAGAR, 2014-08-18, 2015-12-30,18,20,18,20, NA, NA,1,0,0,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,33873, AVERAHALLI 1, 2014-08-18, 2015-12-30,10,14,5,9, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31398, BAIYANDAHALLI, 2014-08-18, 2015-12-30,7,14,2,10, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31366, BASAVESHWARA NAGAR, 2014-08-18, 2015-12-30,14,15,14,15, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31392, BETTA HALLI, 2014-08-18, 2015-12-30,7,14,2,10, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31187, BYLAKONENAHALLI, 2014-08-18, 2015-12-30,9,7,9,7, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31200, CHIKKAGOLLARAHATTI 1, 2014-08-18, 2015-12-30,18,13,16,10,1,0,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31205, CHIKKAGOLLARAHATTI 2, 2014-08-18, 2015-12-30,41,40,22,25, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31227, GANGONDANA HALLI 1, 2014-08-18, 2015-12-30,17,14,17,14, NA, NA,2,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,37223, GIDDENA HALLI 2, 2014-08-18, 2015-12-30,10,6,9,3, NA, NA,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31009, GIDDENAHALLI 1, 2014-08-18, 2015-12-30,23,19,14,11, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,33866, GOWDAHALLI, 2014-08-18, 2015-12-30,5,6,5,6, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31356, K.G LAKKENAHALLI, 2014-08-18, 2015-12-30,12,14,6,8, NA, NA,2,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,33845, KACHOHALLI, 2014-08-18, 2015-12-30,20,12,15,10, NA, NA,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31354, KADABAGERE, 2014-08-18, 2015-12-30,23,23,12,15, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,33818, KADABAGERE PUNARVASATHI KENDRA, 2014-08-18, 2015-12-30,20,22,17,17, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31047, KENGANAHALLI, 2014-08-18, 2015-12-30,6,10,6,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,33864, KITHANA HALLI PALYA 3, 2014-08-18, 2015-12-30,10,11,6,9, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31351, KITTHANA HALLI 1, 2014-08-18, 2015-12-30,24,13,24,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31346, KITTHANAHALLI 2ND CENTER, 2014-08-18, 2015-12-30,15,17,7,15, NA, NA,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31198, MACHOHALLI, 2014-08-18, 2015-12-30,18,13,15,11, NA, NA,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31189, MACHOHALLI COLONY, 2014-08-18, 2015-12-30,30,35,23,28, NA, NA,2,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,34022, MAHIMANNANA PALYA, 2014-08-18, 2015-12-30,7,7,7,7, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31020, MALASANDRA, 2014-08-18, 2015-12-30,20,11,20,11, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31339, RAVUTHANAHALLI, 2014-08-18, 2015-12-30,9,10,9,10, NA, NA,1,0,0,1,1,1,1,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), machohalli,31390, VADDARAHALLI, 2014-08-18, 2015-12-30,31,33,25,23, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1
 bangalore, bangalore north (yelahanka), makali,30349, ADAKIMARNAHALLI 2, 2014-08-18, 2015-12-30,9,7,7,6, NA, NA,2,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30347, ALURU, 2014-08-18, 2015-12-30,5,11,4,10, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30329, ALURU PALYA, 2014-08-18, 2015-12-30, NA, NA,4,8, NA, NA,2,1,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30316, ANCHEPALYA 1, 2014-08-18, 2015-12-30,15,11,14,8, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30320, ANCHEPALYA 2, 2014-08-18, 2015-12-30,8,17,6,15, NA, NA,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30352, DASANAPURA, 2014-08-18, 2015-12-30,20,20,18,16, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,36354, DASANAPURA 2, 2014-08-18, 2015-12-30,9,5,5,4, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore north (yelahanka), makali,30331, GECHEGADHALLI, 2014-08-18, 2015-12-30,9,13,9,11, NA, NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30340, HARUKYATANAHALLI, 2014-08-18, 2015-12-30,6,9,6,9, NA, NA,2,0,1,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30372, HEGGADA DEVANA PURA, 2014-08-18, 2015-12-30,8,20,8,18, NA, NA,2,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30345, KODIPALYA, 2014-08-18, 2015-12-30,6,16,5,13, NA, NA,2,1,1,1,1,0,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30361, KUDURE GERE, 2014-08-18, 2015-12-30,7,8,6,8,1,0,2,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore north (yelahanka), makali,30364, KUDUREGERE COLONY, 2014-08-18, 2015-12-30,9,7,8,5, NA, NA,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore north (yelahanka), makali,30307, MADAVARA, 2014-08-18, 2015-12-30,12,20,11,15, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30355, MAKALI, 2014-08-18, 2015-12-30,9,11,9,9, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore north (yelahanka), makali,30326, MARAPPANA PALYA, 2014-08-18, 2015-12-30,10,5,10,5, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30343, NAGAROORU COLONY, 2014-08-18, 2015-12-30,15,14,3,6, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30324, NAGARURU, 2014-08-18, 2015-12-30,7,3,4,3, NA, NA,2,1,0,0,1,1,1,1,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30336, NANDISHVARA BADAVANE, 2014-08-18, 2015-12-30,6,10,5,8, NA, NA,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30332, SHIVANAPURA, 2014-08-18, 2015-12-30,3,10,3,10, NA, NA,2,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30333, TAMMENAHALLI, 2014-08-18, 2015-12-30,10,4,4,9, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30319, THIMMABHOVIPALYA, 2014-08-18, 2015-12-30,4,6,4,5, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), makali,30325, THOTADHAGUDDADHALLI, 2014-08-18, 2015-12-30,10,9,9,8, NA, NA,2,1,0,1,1,0,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38818, BABANNA LAYOUT, 2014-08-18, 2015-12-30,12,15,7,9, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30762, BAGALAGUNTE 1, 2014-08-18, 2015-12-30,23,19,23,19, NA, NA,2,0,0,1,1,1,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,37174, BAGALAGUNTE 3, 2014-08-18, 2015-12-30,11,17,11,17, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30769, BAGALAGUNTE II, 2014-08-18, 2015-12-30,31,39,17,19, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,31385, CHANANAYAKANA PALYA, 2014-08-18, 2015-12-30,9,13,9,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30773, CHIKKASANDRA, 2014-08-18, 2015-12-30,25,27,20,23, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33838, CHIKKASENDRA 2ND, 2014-08-18, 2015-12-30,11,19,11,17, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33970, CHOKKASANDRA, 2014-08-18, 2015-12-30,25,20,25,18, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38824, CHOKKASANDRA SLUM, 2014-08-18, 2015-12-30,28,26,26,26, NA, NA,3,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,31035, CHOKKASANDRA-2, 2014-08-18, 2015-12-30,28,26,26,26, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38819, DASARAHALLI 2, 2014-08-18, 2015-12-30,14,15,12,14, NA, NA,3,0,0,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33964, KALLASTHINAGARA T DASARAHALLI, 2014-08-18, 2015-12-30,13,17,13,17, NA, NA,2,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33857, KATHAN NAGAR, 2014-08-18, 2015-12-30,13,7,10,6, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38815, MAHALAKSHMI NAGAR, 2014-08-18, 2015-12-30,15,15,14,8, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33971, MAHESHVARINAGARA, 2014-08-18, 2015-12-30,6,21,6,21, NA, NA,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,37909, MAHESHWARI NAGAR 2, 2014-08-18, 2015-12-30,14,16,10,10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
 bangalore, bangalore north (yelahanka), mallasandra,33877, MALLASANDRA 2, 2014-08-18, 2015-12-30,12,29,12,29, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33853, MALSANDRA I, 2014-08-18, 2015-12-30,24,32,20,30, NA, NA,2,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,31215, MANJUNATHANAGAR 2, 2014-08-18, 2015-12-30,18,18,13,16, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38826, MARUTHI BADAVANE (GANESHA TEMPLE), 2014-08-18, 2015-12-30,18,12,18,12, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30759, MEDARAHALLI, 2014-08-18, 2015-12-30,10,13,9,11, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33843, MUNNESHVARA NAGAR, 2014-08-18, 2015-12-30,41,38,41,38, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30997, NARAYANA PURA, 2014-08-18, 2015-12-30,20,24,14,14, NA, NA,3,0,0,1,1,1,1,0,0,2,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38817, NETHAJI NAGAR, 2014-08-18, 2015-12-30,16,15,12,8, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33904, RAVENDRANAGAR, 2014-08-18, 2015-12-30,11,21,11,21, NA, NA,2,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,37916, RAVINDRA NAGAR 2, 2014-08-18, 2015-12-30,13,19,12,19, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,30874, SHETTIHALLI, 2014-08-18, 2015-12-30,19,24,17,20, NA, NA,2,0,0,1,0,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,37912, SHETTY HALLI 2, 2014-08-18, 2015-12-30,21,10,18,8, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,31018, SHIVAPURA, 2014-08-18, 2015-12-30,10,16,10,16, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38825, SIDEDAHALLI, 2014-08-18, 2015-12-30,18,25,14,21, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,33851, TIPPENAHALLI, 2014-08-18, 2015-12-30,15,18,11,16, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), mallasandra,38816, VINAYAK NAGAR, 2014-08-18, 2015-12-30,15,16,11,14, NA, NA,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,30295, JAI BHUVANESHWARINAGARA 1, 2014-08-18, 2015-12-30,23,13,23,13, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,33972, JAI MARUTHI NAGARA 2, 2014-08-18, 2015-12-30,16,26,16,26,2,0,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0
 bangalore, bangalore north (yelahanka), nandhini layout,29656, JAI MARUTHYNAGAR 1, 2014-08-18, 2015-12-30,10,13,10,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,29610, JAIBHUVANESWARANAGAR 2, 2014-08-18, 2015-12-30,13,19,13,19, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,36334, KAPILA NAGARA, 2014-08-18, 2015-12-30,10,14,10,14, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,37830, KAVERINAGARA 2, 2014-08-18, 2015-12-30,11,4,11,4, NA, NA,2,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,37829, NANDHINI LAYOUT, 2014-08-18, 2015-12-30,16,16,16,16, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), nandhini layout,30226, SANJAYAGANDHINAGARA 1, 2014-08-18, 2015-12-30,19,24,10,10, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,1,1
